obs0, obs1, obs2, obs3, obs4, obs5, obs6, obs7, obs8, obs9, obs10, obs11, obs12, obs13, obs14, obs15, obs16, obs17, obs18, obs19, obs20, obs21, obs22, obs23, obs24, obs25, obs26, obs27, obs28, obs29, obs30, obs31, obs32, obs33, obs34, obs35, obs36, obs37, obs38, obs39, obs40, obs41, obs42, obs43, y
-0.9625265344960275, 0.03716808415549109, 0.026409012480894233, 0.02537408109412985, 0.025691204801728384, 0.02646235133751652, 0.027780181110090608, 0.02569041515483851, 0.015551308132885265, 0.01462091778840922, 0.014428420714643427, 0.014746641243057154, 0.01403625322348808, 0.015431205970316032, 0.014280529665258382, 0.015149860857345938, 0.013729262697631073, 0.015702321609117546, 0.00447810148690609, 0.0035511381056653004, 0.0036076686734322974, 0.0021416663445357393, 0.001098837542816154, 0.004058116908220133, 0.005929101168746189, -0.006452918231928844, -0.006615924725092452, -0.007814834325720164, -0.01744537292725478, -0.017586552249454372, -0.01841690513812213, -0.018391631239756703, -0.01929201987316425, -0.018696348089655986, -0.020724855661812182, -0.01744003259998822, -0.028365595955618286, -0.05043433256042398, 0.003137707385367618, -0.008732817319415576, -0.021442623622851528, 0.02486745298144676, -0.0715126004066667, -0.08322994321102395, 0.011759953308990434
0.03716808415549109, -0.962935622198415, 0.02605470372060354, 0.025514912279139056, 0.025814257111604587, 0.026292452642007844, 0.02744826388957511, 0.025860446450254423, 0.01506748433783776, 0.014577549438113135, 0.014761702547876891, 0.014963491561430651, 0.014485215158860636, 0.015205940849382576, 0.014621545490448563, 0.015120178068230454, 0.01423721032783235, 0.015791603404732044, 0.003955204331574516, 0.003467311798130382, 0.0034898678288079886, 0.002984439861037121, 0.0023085292268956786, 0.00450797700655886, 0.005382980019341743, -0.007088138490636525, -0.007105618987603242, -0.007570131749605694, -0.018142340881845763, -0.018172365519837398, -0.018656755321712327, -0.018643243717216453, -0.018532353594971275, -0.018385234603687902, -0.019519153911114338, -0.017951972108210163, -0.02917915736187647, -0.05133929555280148, 0.003550468189945876, -0.0074451516516759325, -0.019926684039524214, 0.0252992806322173, -0.07287158738601786, -0.08446629325117765, 0.008487541479455463
0.026409012480894233, 0.02605470372060354, -0.9812537251012631, 0.01770221596476051, 0.017821805267527403, 0.018516293335232067, 0.019305412371421, 0.017796808991127736, 0.011287191420981483, 0.010357534374045275, 0.00971553761384872, 0.010016713623966233, 0.00939304738932762, 0.010884772986452119, 0.00969196271791293, 0.010543258072205105, 0.009261030101274485, 0.010601216002540478, 0.0036111082775396423, 0.0026843508642765738, 0.0027553943124549304, 8.769447882501377E-4, -4.156028721222227E-5, 0.002157578418825581, 0.0042656466058928495, -0.0039012904928566114, -0.004120805300359612, -0.00566744946858236, -0.011514182405382144, -0.011679153632823626, -0.012478733445475038, -0.012454115563270803, -0.01427323200701265, -0.013348384345582349, -0.015388637602189678, -0.011768480235172421, -0.019016055600742463, -0.03431424388590124, 0.0015350784527629648, -0.00739599619966738, -0.016162668427706476, 0.017104437345105687, -0.04869634684959345, -0.05687399464843804, -0.003407195136577938
0.02537408109412985, 0.02551491227913906, 0.017702215964760532, -0.9820123591579519, 0.017870620425027833, 0.017784587501936507, 0.01771571137506588, 0.018038554874441674, 0.010035531793835288, 0.010327611165454704, 0.0103680594976778, 0.010318004146310828, 0.01032544312643095, 0.010128921633413442, 0.010435931064492225, 0.010288990169063516, 0.010505897937294187, 0.010231433418960243, 0.002371163299004544, 0.0026645756831766465, 0.002656140851463947, 0.0030309274665834317, 0.00318287334483384, 0.0027472606706116336, 0.002379202455187638, -0.005290648581673796, -0.005158033734361003, -0.004983904496951892, -0.012962352376705216, -0.012823713722068532, -0.012686167619927016, -0.012680574258944682, -0.012459109558954604, -0.01252295029646204, -0.012175859934762705, -0.012877652178018, -0.020621128331810498, -0.0359456275870389, 0.0021951297202200187, -0.004525492897061529, -0.012238444905519315, 0.018121535002680152, -0.0513898306046079, -0.05896146571837619, 0.03377928140711937
0.025691204801728384, 0.025814257111604573, 0.017821805267527416, 0.017870620425027833, -0.981742640886141, 0.018362700926441003, 0.019409493701801915, 0.018284234953479903, 0.009954042817530229, 0.009967156897643012, 0.010823828606590792, 0.010870905683827568, 0.010726242646320062, 0.010501795808736149, 0.010612644534339962, 0.010630404669932769, 0.010408843894650664, 0.011619186752343648, 0.002096663636884397, 0.0021094740565146286, 0.0020808145186925753, 0.002923804681064206, 0.0026978417356486512, 0.004147281666271606, 0.0036488978140833805, -0.005808166819893221, -0.00567764728689511, -0.0050132361304488626, -0.013634225040790529, -0.013577077716021877, -0.013617380946920537, -0.013622914611067363, -0.011852880013741062, -0.012459019752611777, -0.012409373284261045, -0.013144118640278831, -0.02153999203093137, -0.03720707629598413, 0.0034670496971987833, -0.0033843645252096288, -0.012281971318876369, 0.018048510533611728, -0.05272786065866623, -0.060889761880758696, 0.0034623025173862974
0.026462351337516527, 0.026292452642007844, 0.018516293335232054, 0.017784587501936514, 0.018362700926440975, -0.9810103168534321, 0.02067960162078924, 0.018321909704511825, 0.010692324013556919, 0.010003940295134128, 0.010642010472839351, 0.010876728102893932, 0.010311733790490843, 0.011056826172345598, 0.01030421853645204, 0.010913440184440229, 0.009740254131503746, 0.012097421457764334, 0.0027446088219054486, 0.002058687378512395, 0.0020708656735728736, 0.0017307637514811115, 8.384432830723005E-4, 0.004063566353109906, 0.004931149024140671, -0.005158458403690939, -0.005227875731080777, -0.005411332352791047, -0.013025508265989812, -0.013139180860906895, -0.01374335087109516, -0.013729152700231142, -0.012791318402192331, -0.012984009788089345, -0.014313215216797116, -0.012620281489609671, -0.020923136362664803, -0.03673637910688558, 0.0033294016069720096, -0.004803117576456619, -0.014601863031573365, 0.01758005705027592, -0.051792533996274225, -0.06039530615913564, -0.00194124667013151
0.027780181110090608, 0.02744826388957511, 0.019305412371420982, 0.017715711375065894, 0.019409493701801943, 0.020679601620789266, -0.9749972061737855, 0.019057486481896542, 0.01100663993629851, 0.009409498419481934, 0.011578831629253335, 0.012118098860560938, 0.011022245249388638, 0.012205275329414829, 0.010632039275299418, 0.011876679055238494, 0.009337739367760087, 0.015306607966643187, 0.002534109079391218, 9.370404542553784E-4, 9.295976487479336E-4, 9.57098018749998E-4, -0.0010466948728859822, 0.006929008059083079, 0.008222814288458342, -0.0059509009758824845, -0.006103695139538852, -0.005750015509532873, -0.014238487607951515, -0.014585684706764378, -0.015836473338576944, -0.015837139916227073, -0.012197035056943428, -0.013247022332478237, -0.01588947668223807, -0.013052915161307625, -0.022723668991091434, -0.03948073732769124, 0.0057526334022961366, -0.0032337650588657656, -0.01602589331636505, 0.0174058206404893, -0.054612804083082306, -0.0647483109802424, 0.05971888918223755
0.02569041515483851, 0.025860446450254312, 0.017796808991127754, 0.01803855487444166, 0.01828423495347989, 0.018321909704511818, 0.019057486481896528, -0.9815775998521427, 0.009893678215246986, 0.01012078212059709, 0.010933101396874804, 0.010900420557104858, 0.010809240911213703, 0.010434148436348298, 0.010754829791149483, 0.010639175742064192, 0.010621229457357528, 0.011387649419107793, 0.002010973026105752, 0.0022400122937792314, 0.0022060249043914398, 0.003214889144806714, 0.0031686836225637343, 0.00398302650201093, 0.0032376394177406607, -0.0059179348773944805, -0.005748567387912855, -0.004951759755348581, -0.013780411347911178, -0.013660772572781013, -0.01357630672678147, -0.013571214112793332, -0.011802568163911942, -0.012466957123953811, -0.012096519022310107, -0.01328771692268669, -0.02170759785027948, -0.03743907052952353, 0.003323887337565433, -0.0032774177783259535, -0.011976848961126503, 0.01830868439210471, -0.05319664156954912, -0.061202028743950275, 0.033305356387451315
0.015551308132885265, 0.015067484337837726, 0.011287191420981483, 0.010035531793835291, 0.009954042817530238, 0.010692324013556891, 0.011006639936298543, 0.009893678215247004, -0.9927419555043586, 0.006155044745573945, 0.004892609012565078, 0.005223789678911835, 0.004588617938748674, 0.006460236306166137, 0.004996513118678582, 0.0059815587847356745, 0.004620197671649924, 0.005478665600020798, 0.002971887791042201, 0.0018719332667601416, 0.0019720514067037374, -7.230335654378737E-4, -0.0016646238871928984, 6.114435625290278E-5, 0.002822136364541663, -0.0010972913288465362, -0.0014301878168994724, -0.0036404322544222405, -0.005328667731676958, -0.005558259406200292, -0.006468404618863465, -0.006438997820828281, -0.009622953982060842, -0.008171089140546072, -0.010590977243349897, -0.005923724998476343, -0.00938570316846614, -0.017922769931438327, -2.71314996434896E-4, -0.0066238612099871275, -0.011560556962942049, 0.009226182020232102, -0.025469860237179606, -0.03017610292514927, -0.014810732013025893
0.014620917788409217, 0.01457754943811309, 0.01035753437404524, 0.010327611165454694, 0.009967156897643024, 0.010003940295134083, 0.009409498419481948, 0.01012078212059708, 0.006155044745574004, -0.9938077510236342, 0.005463513702486451, 0.0054571967068309125, 0.005390512084481994, 0.005758956851795772, 0.005667992250188653, 0.005739144806450188, 0.005758607527047431, 0.004995854986057815, 0.0018866375441945723, 0.0019265536672550937, 0.001957333242265025, 0.0012341309666482534, 0.0012960915098528998, 4.345893338168833E-4, 9.85028702584774E-4, -0.0022997962569715857, -0.002318426548797171, -0.0030215035537122827, -0.006579862044797921, -0.006523593763819114, -0.006575165168344978, -0.006557108703102717, -0.008058633613837128, -0.007456699749292968, -0.007693492404716606, -0.00690092170048455, -0.010759254798839619, -0.01931065237607412, 1.9319924785154898E-4, -0.004170480111280927, -0.008062939408965858, 0.01017899516748489, -0.02783966558552724, -0.031928426729547266, 0.02402960225537812
