Constant,-0.07166931976316954
Gamma,0.010030568628168781
b
0.054186945385574364,0.049946309930761164,-0.05659805124588668,0.22861153173501705,0.0334400075889693,-0.2380555047586435,0.19690379375351819,0.06460058747723645,-0.06946204435536357,0.03705692275645475,0.03370103147003119,-0.012658184021156108,0.04920513643721022,-0.07241707422285386,0.06264906871719161,-0.025249156539244838,-0.02498966559176722,-0.01957255997170279,0.12037153117129581,0.014538055887576173,-0.16150198849936018,0.1272488866888653,-0.12379893755007303,0.03861665330147051,-0.06287537399207399,0.11284459584313856,0.010833766316881752,0.06487757480998013,-0.0904418526231307,0.02795684195382179,-0.07376473542465845,-0.03309041501646294,-0.11034489763190328,-0.01397038019561976,0.1339642556786664,0.06758140699442836,0.09105648525307979,-0.02973922817056482,0.03063029026220754,-0.0626902994897913,-0.0011760241687399711,-0.05315461439047813,-0.20975228623497227,0.06680825194151718,-0.07934490920672908,-0.04848291325690652,-0.06931080015769861,-0.09677459270002473,0.10889684897930395,0.24009215927971267

obs0, obs1, obs2, obs3, obs4, obs5, obs6, obs7, obs8, obs9, obs10, obs11, obs12, obs13, obs14, obs15, obs16, obs17, obs18, obs19, obs20, obs21, obs22, obs23, obs24, obs25, obs26, obs27, obs28, obs29, obs30, obs31, obs32, obs33, obs34, obs35, obs36, obs37, obs38, obs39, obs40, obs41, obs42, obs43, obs44, obs45, obs46, obs47, obs48, obs49, y
-0.0, -0.17845970201534656, -0.021669766859544283, 0.07554989980366804, 0.05153382567260579, 0.051328874153143175, -0.0019746049892627863, -0.08432190049346656, 0.0116049548202511, 0.019979571873917842, -0.0458771147434992, 0.09829570735523384, -0.020560494124328005, -0.011582442382684525, -0.013496349319617025, 0.07302508140478968, 0.2248994899399757, 0.05987832972435226, 0.03998504765361495, 0.07486115627587918, -0.047395145787370904, 0.06519726434115608, -0.05780067440713775, 0.03946191147105396, 0.012459202757075518, -0.20234090762369628, -0.06226903442026326, -0.22414887007288264, 0.05638260958261646, 0.33058696130990406, 0.19001733637760237, 0.6670911249744127, -0.030298321764261754, -0.09750366545260894, -0.04634280550945182, -0.16828077044003228, -0.0734225130495554, -0.11077365644126026, 0.08432382596589148, -0.01292399350035547, -0.007370590350959218, -0.10483774444882184, -0.02021203054133486, 0.03003007122056518, -0.03789810412299611, -0.08977978037232223, -0.10278528450323994, 0.1585815978178959, 0.02735635719688611, 0.18830596461888502, 0.053643419511133536
-0.0, -0.09754585928841072, -0.038414744860663964, 0.1950174279278929, -0.06154686342003678, 0.09663575833085179, 0.014353580580392714, -0.08620194458641135, 0.009933688053338535, 0.0391916410792996, 0.10334529979170327, -0.17148874313544935, -0.8166979140959528, 0.20651328799481178, 0.01743356774680748, 0.09369720363093187, -6.570367363290458E-4, 0.049014841487288685, -0.008487457716579876, 0.03122091160381354, 0.024373026531542503, 0.06181909792572093, 0.027622353162176212, 0.0137326750366692, -0.34452763724432167, 0.02293327443903097, -0.036606576310457946, -0.009183632810313962, -0.1195281362119349, -0.004054683447698781, -0.053930038110947404, -0.062449220407509526, 0.04471498018793685, -0.023821522303133877, -0.008574424795779459, -0.008540782622040376, -0.027674808950149635, -0.01161318497827757, 6.004647765070271E-4, 0.008217588765373002, -0.016495203543012205, -0.01923830025972404, 6.808493814523282E-4, -0.021392776871699968, 0.03462703825639912, -0.03550587881811698, -0.004525589433398338, -0.012277058439512522, -0.00377521491866848, 0.04157018666530836, 0.04944532004127683
1.6269890632364045E-4, 0.27948140408062827, -0.5447837074601188, 0.09514261979410545, 0.2734327623817353, -0.2507222122729908, 0.02088775157196379, -0.27326408853895967, -0.04394688642410974, -0.08945374872171506, 0.11855755892440119, -0.12690383469070926, 0.09315071390112477, 0.06536196621088568, 0.027153113729085195, 0.04262929907973909, -0.08442462627465894, 0.015307516034740103, 0.2298254101777243, 0.15498883429563357, 0.0158472541074683, 0.20872522467494162, -0.004030646424764052, -0.026913148604448323, -0.04149448525272883, -0.005543211545600321, 0.14542537247082818, 0.023661503704710977, -0.08020350209774489, 0.08032233030286906, -0.019662274005541675, 0.031792106111980765, -0.17390428857537946, -0.03158343947668455, -0.026223287389912885, -0.005732153631759362, -0.011961250020317164, -0.03556101115096288, -0.07965948427132828, -0.015815343342119814, -0.07499277189213234, 0.17052700126480025, 0.008670413741765026, -0.2805793921630263, -0.06958526385048272, -0.008015530354411304, 0.026196201793370948, -0.0767084981874502, 0.021724869447042522, 0.0759216150641434, -0.056030340608644216
-0.0, 0.10111822341365814, 0.007336355029575455, 0.040667344699389915, -1.6517662682240462E-4, -0.07444820295596154, 0.012222441385777555, 0.052579027503767556, 9.680701481019257E-4, 0.017020064818005744, -0.0076380836915717724, -0.06209921979194094, -0.02585156031169261, -0.3016436895809294, -0.6320778176670737, 0.6086284502574136, 0.07098931722873413, -0.07957067753131891, 0.10862141011572739, -0.017378972390222756, -0.04541772817718211, -0.040349550226836395, 0.02310126891262612, 0.01891159606439374, -0.004229574739681875, 0.030358936887562502, -0.005544947161435073, 0.022978870459302875, 0.0034924672510031392, -0.10779921174969347, 0.06047616878197621, -0.07560170339251145, -0.035120637315028076, -0.10873413165641675, 0.015144207418597653, -0.02958507567032142, 0.01745237764426653, -0.0578724635519783, -0.047899213041514524, -0.00405873137155343, -0.04222938829462544, 0.020194235760045164, -1.2921109415358725E-4, 0.13945810172169096, 0.005255136636395707, -0.07882807411653929, -1.5442135863134334E-4, 0.05188457134308983, 0.014202880452159953, 0.048043772260853254, 0.22631842807675825
1.3848787862654762E-4, 0.3352731341980332, -0.20371060405747732, 0.3105401372818946, -0.2100481020855338, 0.18210821420684115, 0.12045039236942474, -0.09349305197871187, -0.1587221537911448, -0.006164416637690209, 0.16607794135563425, -0.06108181951923289, -0.04129953517940641, -0.23989493837953615, 9.20126593156234E-5, -0.0435680007618716, -0.02074473923230764, -0.11728861785270767, -0.5454299759480784, -0.04200940333057252, 0.019003048430322543, -0.13287548155579168, -0.07444341524308792, -0.10772866810498388, 0.2428501374386674, 0.021113885207929173, -0.0021715062092248776, -0.010224858121195416, -0.1034433141179991, 0.09810903677877826, 0.026800644383738484, 0.06662243856339262, 0.14213802118049323, -0.005385425268168771, -0.04518118762598073, -0.013353491842248695, -0.003803444340863818, -0.05197136137027688, -0.010924487084968033, 0.0056746533676481775, -0.04109971567651022, -0.08889518912953846, 0.01949325327256403, 0.014676981775349332, -0.043991647543708545, 0.15655898859217235, -0.02552430347287916, -0.07896660937693162, -0.09182840439127987, 0.10248365760031442, 0.03310458529792163
-6.118870314909674E-4, -0.021496087264836816, 0.49409641759144013, 0.19896513480945172, 0.08488873500369934, -0.2884208320142296, 0.5892660913634076, -0.1527564927380205, -0.23298246361984037, -0.14048957200000697, -0.012159164415811002, 0.06020423443193081, -0.03669338124683449, 5.68353062854234E-4, 0.002624626103674887, -0.01991603259476316, -0.03518394327822945, -0.10706328175282567, -0.040413092303953305, -0.07107332589972488, -0.043501633559254876, 0.052691307848300936, 0.039642948720588246, -0.0063266228463887625, -0.004778870962104744, -0.044954817449013584, 0.051211366822929816, 0.010084415454102734, 0.07523581884251085, 0.00789371931196364, -0.0129403784525975, 0.021447068111274926, -0.09285514766999994, -0.01960031475391186, -0.0035310303240595805, -0.005558920352288241, 0.04639885184326661, -0.019223905177661767, 0.054871677301200544, 0.024533272283010273, 0.006529844799892127, 0.24628281733609264, 0.027947069201672746, -0.14052268058874576, 0.030648416910527936, 0.08528742946910335, 0.06578811246722815, 0.005367940984730703, 0.08777764595349645, 0.10870564849020374, -0.23566767268084848
0.002829402261577505, 0.006878208827727959, -0.19685939132691987, -0.1876378277061307, -0.24986577917653324, -0.1085455249238873, 0.19829805468768194, 0.08928773353050388, -0.25524440598098974, 0.020546173993847082, 0.24293136075881952, 0.33829131471468626, -0.11984671001803739, 0.14850794685187735, -0.042189862332950266, 0.1168701235338268, 0.1801197322109336, 0.12374673434773734, 0.05564394208315273, 0.11379651910982352, 0.030385706167283807, -0.020544959475162054, -0.04107288032474335, -0.024491511459821928, 0.22037595194780107, -0.16561610670984267, -0.012822933628255928, -0.027143241985970262, -0.021711081994236842, -0.14315759768395, -0.1438581137511678, 0.013533486590205113, -0.09684699482309396, 0.11182645143278332, 0.17266443275624094, 0.0016241561143574507, 0.006117507985170431, 0.05701896722678222, 0.2701504867171771, 0.005704210322082291, 0.09225603137397298, 0.005648815495836788, 0.14840020132332427, -0.08281607961002788, 0.025129210352732922, -0.09402882573387983, -0.23954096265808308, -0.00976271783488304, -0.17260557158880122, -0.234982783176096, 0.19492873673712674
0.0019857034507368755, 0.013767882326572597, -0.1343496751414112, 0.07055101737161594, -0.20794246715694711, -0.05292796888814281, 0.2549589075699249, 0.26781946367765835, -0.32293270758012776, -0.02290090282584711, -0.2502619856201518, -0.45581068820430576, 0.19376631546099224, -0.09584648977641304, 0.06960405917630835, -7.164758033023023E-4, 0.0511477910815248, 0.20979992339326275, 0.17717118324673822, 0.06260174724834935, 0.0025909196760274525, -0.16948214263284753, -0.09036419704511212, -0.02488727454948932, -0.35978374936293916, 0.11838662609481163, -0.12412941564149667, -0.02666832889176849, -0.009517940864702012, 0.043708490075963925, -0.01868020370032074, 0.11006707714190501, 0.06752670849807284, 0.05997396092128241, 0.03878651481624799, 0.044612398820247534, 0.004354316659586196, 0.04781578300035043, 0.05154406247780543, 0.03308624585834912, 0.0013797877401614828, -0.15133768974043346, 0.03748005814473052, -0.04202857520859304, 0.03498266848783232, 0.06912669629811129, -0.04257243460027299, 0.017570653643471868, -0.03219262751438593, -0.10368070718019307, 0.06395260685112603
-0.0, -0.0027590390068928487, 0.04652814444911874, 0.2645830072674302, 0.050359554682121235, 0.12880011922498824, -0.03955950007713018, -0.1981736529926817, 0.03780495466814802, -8.016622035655E-5, -0.15659256357762183, -0.05696495879369956, 0.11930622926896076, -0.01045440927084442, -0.009934841956809843, 0.04322798251287423, -0.11167174119840942, -0.023678584714595878, -0.013702147067467491, -0.02234192295102225, 0.07290793354285532, 0.05173933149067565, -0.03107170976207776, -0.008926220618421923, -0.05579872035152415, -0.35045319836856426, 0.08352941375575626, -0.07393324138631147, -0.08297814141474384, -0.07921736373194703, 0.01341973861367048, -0.060756969812132064, -0.10973307720735193, -0.030884158080443817, 0.07081294222325518, 0.40594344219098005, -0.10770075059584422, 0.35672205040011107, 0.39591738991612324, -0.11096027746359578, -0.10311695647584285, -0.16396985300658953, 0.12613765500196053, 0.07158967649571076, -0.017667638879342962, -0.23566493729027344, 0.1279922149577686, 0.014048250121409306, -0.11062902623669003, 0.01500849947009236, -0.06876530055240415
-0.0, 0.006981767322894637, 0.016200832245942525, -0.099346377897607, -0.01301808565729585, 0.08102647111551749, -0.024413677020066925, -0.09926295364297179, -0.05007807544958425, -0.02161339950370609, 0.08424218064571148, 0.13683960896962563, 0.1236700364803857, 0.0422707421308086, -0.015813754120897344, 0.08429772399606454, -0.044885717671837896, -0.1338611826584934, -0.07977117732227643, -0.2140311207663421, 0.2373049915759927, 0.08292029473865985, 0.014795464791426759, 0.029901413236179473, -0.31636819439820946, 0.25027152771788796, 0.04281119736437944, -0.11752891758748568, 0.021966485292199224, 0.3086059258904433, 0.41613680019853355, -0.22927127257402272, 0.08588029756775861, -0.1819780407988426, 0.09836447656768063, -0.028613088674554272, 0.01043127226524377, 0.061025026542059754, 0.19912789605317496, -0.005615928491773528, 0.031644147629289576, 0.04729784356885725, 0.06760302098232909, -0.17631245203337317, -0.03386966648888004, 0.031081411520557597, -0.3465018365579678, 0.03837036112091814, -0.04774306888243522, -0.11751958145291667, 0.036685220749597416
