obs0, obs1, obs2, obs3, obs4, obs5, obs6, obs7, obs8, obs9, obs10, obs11, obs12, obs13, obs14, obs15, obs16, obs17, obs18, obs19, obs20, obs21, obs22, obs23, obs24, obs25, obs26, obs27, obs28, obs29, obs30, obs31, obs32, obs33, obs34, obs35, obs36, obs37, obs38, obs39, obs40, obs41, obs42, obs43, y
-1.2738010423139245, 0.3892025500130732, 0.21995935564112157, 0.01343173107855769, -0.169960830653314, 0.5991096372389587, -0.8505269831962317, 0.5887854908728303, 0.2244738533460968, 0.356428773185842, 0.5611535050745977, 0.011121180361976308, -0.08822372079120834, 0.25967166363842137, 0.10973617366294545, 0.19052466741700919, 0.2673478617023043, 0.7462302935675997, 0.4464412915893982, -0.5049981005097388, 0.13012801636703894, 0.28592515112751793, 0.18317817422852223, 0.23946139583877465, 0.5856896010520527, -0.26841296500728534, -0.09822390044676772, -0.26174095259650737, 0.5487971793307216, 0.32378275770596987, -0.7079919676607662, -0.14430094343739328, -0.7171879574066226, -0.16657002836499474, 0.9091089882803309, -0.3398864761902509, -0.3393495316699429, -0.03780585090547715, 0.3898428870600663, -0.0887310002321503, -0.2984988357777791, 0.5326308172623818, 0.4077884426247827, 0.44408879618736824, -0.021437004117807523
0.3892025500130732, -1.693974805351284, -0.05872979280328934, 0.532978451060391, 0.3434079451078011, 0.2410278817530973, 0.6842946826054892, -0.4733307278429948, 0.5271847201454547, 0.9228010702300715, -1.1024954002537037, 0.21492793122635695, -0.42030123347752685, -0.3665562895092036, -0.7397533641441996, 0.28526851650869517, -0.5610055561849445, -0.6273360967523998, -0.12421784829585543, -0.0038196658693871455, -0.5482926289003618, 0.2542339460335916, 0.06975159216195381, -0.3447188440326255, -0.3624399940249855, 0.19682136901413388, -0.2501643684574736, -0.17015624022808354, -0.724782594702824, -0.8290994693630181, 0.30024882327907754, -0.20222066598154553, -0.14885072203768626, -0.13863623009510292, 0.14331287997653508, 0.08092894626157024, 0.155038854524081, 0.3272672118234955, -0.1494230884012817, 0.4682601420559864, -0.2938427922855182, -0.8504778155606214, -0.46527478695144575, -0.2719994488778618, -0.09060358768465057
0.2199593556411215, -0.05872979280328933, -1.979495181078157, -0.5448551455188871, 0.529354137300342, -0.01991655249227344, -0.12462386072080305, -0.47067641956420014, -0.6988061061845228, -0.9177811295241682, 0.956224116891413, -0.19205904390021006, -0.5145885938943006, -0.5457330492560188, 0.49093883468513355, 0.18223831803336688, 0.3628789520693345, 0.4348294421426101, -0.7912403761209233, -0.2840822747713868, 1.023771222956148, -0.268332063983616, 0.17621257704008636, 0.11849857729859883, -0.1735264096922388, 0.41491991797392636, -0.4974520863716835, -0.480875271679724, -0.07864221377186525, 0.29498263715141754, 0.11369792719347101, -0.25434200361775244, -0.28418514403736755, -0.19800343110737734, -0.8466183881664097, 0.6280066635994177, 0.13995513147502894, 0.010847747075988588, -0.09332854735537344, -0.9109387422798692, 0.36579114615662534, 0.058210860947376264, -0.21864411593798172, -0.4596664300719891, -0.021138155974519374
0.013431731078557704, 0.532978451060391, -0.5448551455188871, -2.503175445077941, 0.8285800318155054, 0.16140589613707154, 0.3266458106376692, -0.866482477243298, -0.3256528292434866, -1.4135133532536588, 1.01048315417394, 0.4394321657827122, 1.4764128503422853, -0.9502929243518422, -0.7987023012881022, -0.17389897822101566, 0.28957946348043223, -0.9617282141602389, -1.6605958123425304, 0.8096315014165294, 1.1023202020437808, -2.66903173702613, 1.0876470978749375, -0.6268068084470679, 0.5484195571413706, 0.3721692643786382, -0.19827582176271974, -0.5059105686991165, -1.7072588165450557, 0.6615658724526807, 0.383993038143841, -0.2611283192296899, 1.7311822815839653, -0.2891693555328422, -3.197836436752356, 0.16282104064497627, 0.06537105403788412, -0.753961433871235, -1.2984346066122214, -0.8268355865339754, 1.7336228102681202, 0.24642004661108816, -0.7492847594015453, 0.5304878730626528, 0.23870155799738335
-0.16996083065331402, 0.3434079451078012, 0.529354137300342, 0.8285800318155054, -2.842895789371019, -1.281337568838011, -0.29257439528951357, 1.3734708432473635, -0.08784068722591587, 1.485247714934852, -0.7856230750125223, -0.07561287429795954, -0.05854101899854653, 0.9231127315614757, 0.3831842520776768, 0.37749530917377333, -0.012028872906741164, 1.6298023632008798, 1.4803587809958876, -0.09656588261552398, -0.9235135000606708, 1.8103987007887603, -0.38933135544267383, 0.8874063426918318, 0.011860884928068069, -0.5911471198201497, 0.07798436428171678, 1.2225802571344688, 2.819309127324269, -0.28570395586106345, -0.8288774727102586, -0.3997676253444905, -1.8606577894756002, 0.7165440190538015, 3.4610001378113373, -0.5381188449386246, -0.40458914333484625, 0.05307050390918136, 1.3204720114858761, -0.5571032994990529, -1.8162075369735597, 0.4282728247806663, 0.3487503268278194, 0.06942615908741068, -0.17719347582285505
0.5991096372389587, 0.2410278817530973, -0.019916552492273497, 0.16140589613707154, -1.281337568838011, -3.5128380010133085, 1.9784702697510688, -0.6819517318344405, -0.7511917445740873, 0.0196176886133618, -1.2846025673187342, 0.2719128240827083, 0.6304052865168739, 0.5837334298573771, 0.2385144332648778, -0.6102060966138685, -0.39772294178905054, 0.02736346124787581, -0.2698025704041912, 2.203690330087358, -0.8579466270037172, -0.5622061818869291, -0.052968490570505955, 0.22703236791842413, -1.2973113783265613, 0.3728227057956239, 0.3064911091073372, 1.3269754444210426, 1.0303026535072286, -0.5060339356306246, 1.5942920390378825, -0.3279809406551202, 0.8437618080142444, 1.4405576809004466, -0.2704649062013428, 0.45949486923832517, 0.45071175953678255, -0.536752569615209, -0.09643359372038786, -0.9972977082991269, -0.34658045783771313, -0.5260791697915702, -1.0127063631126372, -0.9445279262586819, -0.059960856722913125
-0.8505269831962317, 0.6842946826054892, -0.12462386072080302, 0.3266458106376693, -0.29257439528951346, 1.9784702697510688, -4.323449898300042, 1.6136980920163455, 0.08202308783002177, 1.176270245991038, 1.8226993734951873, -0.25502443636374805, -0.8950712053968454, 0.538599712611944, 1.2822633310223341, 1.060979845096436, 0.5022979758411451, 2.723804161157812, 2.098532327185259, -1.9644129406776973, 0.9831598014037091, 2.6286335424295837, -0.30991699199574674, 1.0647265966305792, 2.152125980897833, -0.9332032360507917, -0.8285510215756893, -0.9387701573425274, 2.2699826451341925, 0.6957099307026168, -3.021670610200826, -0.0120857273357418, -3.807364111349196, -0.9852939498194312, 4.304626149886161, -0.9677116158104133, -1.0816043030045834, 0.9193446089033068, 1.9423718034198152, 0.2294614661840675, -1.5115147346367128, 1.4779017570454152, 1.7487855484447858, 1.084716157108688, -0.1303837283740804
0.5887854908728303, -0.4733307278429948, -0.47067641956420025, -0.8664824772432977, 1.3734708432473637, -0.6819517318344405, 1.6136980920163455, -4.559751856846737, 0.226482227254927, -2.6928501405258145, -0.5758966054404449, 0.8310451897002665, 1.0042554010417986, -2.014809888588528, -0.02010512389534458, -0.04702965995575858, -1.308219403986377, -3.230753798678252, -0.2545810049022975, 2.193757054569588, 1.1056871519440448, -3.1530061416599313, 0.45844178129496815, -0.09278825747440905, -1.472134227981221, 1.4788236683233231, 0.24361899481827998, -0.5964495418190783, -3.721845496379135, 0.09460471308458338, 1.844532647865353, 0.3372424158508026, 2.794811451823171, -0.14793056664274745, -5.782781256239471, 0.8688682380764844, 1.7814732398626034, -1.1917977494795515, -2.389270610295367, 1.1336783108255137, 2.40980292143483, -2.204174528135141, -2.3734113247944415, -0.978850300958773, 0.2446876194325352
0.22447385334609685, 0.5271847201454547, -0.6988061061845229, -0.32565282924348654, -0.08784068722591576, -0.7511917445740873, 0.08202308783002182, 0.226482227254927, -3.0446976329564714, -1.853043091860491, 0.8333312573803358, -0.9480998658519025, -0.40433268144495277, 0.4243918399013193, 1.759084433432612, -0.06665625108961924, 0.5924140951314038, 0.00896230044330451, -0.20755156490801283, -0.5440350537969332, 2.0975102796908893, 1.3280800237634436, -1.1987758802109174, 0.04358641258514451, -0.40725524913429634, -0.6480825613306467, 0.07422408361931127, 0.6671811311564219, 0.3992816221608127, 0.19826576000366675, -0.38423787994271097, 0.04538206552932761, -0.5345483303969565, -0.0474015548400948, -1.2863677396921522, 1.145131519675332, 0.29736549950340313, 0.555755500051275, 0.169444056861055, -0.6957198785958946, 0.5570046659445821, 0.26884773639558723, 0.520838412147486, -1.3264615424761768, -0.0152376263143561
0.3564287731858421, 0.9228010702300715, -0.9177811295241682, -1.4135133532536588, 1.4852477149348522, 0.01961768861336169, 1.1762702459910381, -2.692850140525815, -1.853043091860491, -6.674728380543559, 1.6936093821922864, -0.7355643946108706, 1.1190003549168421, -1.8768077044791882, 1.9928611251901382, -0.027733464859914354, 0.32080505571993795, -3.601737634573255, -0.7237116916326175, 0.48419965950108107, 3.5199235463441707, -1.7332445235290384, -0.509616259372971, -0.22365957304468517, -1.2029305474052774, 0.9043243069897713, 0.6017429512670174, 0.24370870344225826, -3.333887336960033, 1.0713189445306477, 1.0476005351738575, 0.9058151807189286, 2.6313244811165246, -1.1457723952205239, -7.334450020368165, 2.4725021101275986, 1.3602554191641676, -0.9186733124543424, -2.417764388130527, 0.47333848298166536, 3.557659334010666, -2.0675842922656282, -0.992904442485936, -1.8012753486870627, 0.41009762124671667
0.5611535050745977, -1.1024954002537037, 0.956224116891413, 1.01048315417394, -0.7856230750125223, -1.2846025673187342, 1.8226993734951873, -0.575896605440445, 0.8333312573803358, 1.6936093821922864, -4.343027445040155, 0.785783891869287, -0.06002170411194198, 0.3467258805020028, -0.8905105141603581, -0.09766578450669969, -0.9188053879604505, -1.147728705899774, 0.8453420793664432, 1.2291696554884057, -1.9913711418395508, 0.42137659683291395, -0.45223968549416427, -0.09597329247754358, -0.9917159195388536, 0.24087755823942952, 0.28357674913525033, 1.6010883001648961, 0.33352499307981187, -1.4265496397243915, 1.397374084863853, 0.2368288342273503, 0.12134050568120744, 0.7600030637819266, 1.0570736274541994, -0.6491365923331031, 0.31845628817939564, 0.16512195274986513, 0.15362738507248208, 1.4760102430217845, -1.3451222455382639, -0.7040123893890479, -0.9558662182089264, -0.5974517026304956, -0.20728173404446348
0.011121180361976308, 0.21492793122635695, -0.19205904390021006, 0.4394321657827122, -0.07561287429795957, 0.2719128240827083, -0.25502443636374805, 0.8310451897002665, -0.9480998658519024, -0.7355643946108706, 0.785783891869287, -1.7618895184262469, -0.7539840325532169, 0.26390810824860633, 1.1044624345219842, 0.08865446344064426, 0.6591565230154568, 0.32057592926993794, 0.10628090773516845, -1.187972419190964, 0.8252394949642964, 1.5148526026817117, -0.885983202261846, 0.34991259921694934, -0.3792092101021359, -0.6877209237436108, -0.35612308172669954, 0.4350189676486527, 0.5078720083087214, 0.27342443541734107, -0.6434963127173634, 0.22469186279692713, -0.9310281864124146, -0.4753163752157552, 0.2844625740474576, 0.5310254454586728, 0.048677480360632366, 0.5337601494441746, 0.43717262289330366, -0.20570570599989696, -0.07050089893960802, -0.10451645845970604, 0.8161054828465285, -0.6709711479937822, 0.011840191374243081
-0.08822372079120834, -0.42030123347752685, -0.5145885938943006, 1.4764128503422855, -0.05854101899854654, 0.6304052865168739, -0.8950712053968454, 1.0042554010417986, -0.40433268144495266, 1.1190003549168424, -0.06002170411194199, -0.7539840325532169, -3.409045124424383, 1.4317876607165612, 1.503689854624313, 0.2458229049451832, 0.5996958432177593, 1.6270346697977054, 1.2350178472394673, -1.7547937372469549, -0.0845420912142858, 2.7983832168930864, -0.9806847459864487, 0.31066819517589545, 0.016259127508328385, -0.5714267375273019, -0.36695233692843876, 0.26637795519277335, 2.3043506832757674, -0.011875435258895523, -0.6365121269045763, 0.11792471872896165, -2.342006711215568, -0.05396187002160229, 3.5058163608990576, -0.7744316764890894, -0.2777241437393234, 0.8240312376221559, 1.906780177322669, 0.6488495446070215, -2.0408043936648554, 0.9315347368763724, 1.4698365956485928, -0.6388078082462798, -0.3187412721193716
0.25967166363842137, -0.3665562895092035, -0.545733049256019, -0.9502929243518422, 0.9231127315614757, 0.5837334298573772, 0.538599712611944, -2.0148098885885286, 0.4243918399013193, -1.8768077044791882, 0.3467258805020028, 0.2639081082486063, 1.4317876607165614, -4.10248753681413, -1.4673357445498376, 1.1172156419284889, -1.5079058198141104, -2.9128132007070633, -0.6541633129617223, 0.2312335625430598, 1.7698211442624427, -1.7738962905285933, 0.0455844895418871, 0.053857372039764664, -0.37737336921260933, 0.42644433684174343, 0.21744925430843956, -0.8901828443119705, -3.8374274187850017, 0.021477504254126062, 0.35366384886453195, 0.15780311233449076, 1.4892249498157148, -1.907408378482404, -4.376230548327374, 0.9650740712295568, 1.0618603624764802, -0.2739329893987095, -2.1164445954179323, 0.5500536849568803, 2.5781720009393165, -1.7227847686660631, -1.222364954777599, -0.7665130614850424, 0.21773973154982984
0.10973617366294534, -0.7397533641441996, 0.49093883468513366, -0.7987023012881022, 0.3831842520776768, 0.23851443326487792, 1.2822633310223344, -0.02010512389534458, 1.759084433432612, 1.9928611251901378, -0.8905105141603581, 1.1044624345219842, 1.503689854624313, -1.4673357445498376, -4.546495618788752, 0.37176753266369017, -0.7078658083549013, -0.47868417485396153, -1.9028412836920088, 0.9916607935384821, -1.7647179989983517, -2.03647292210563, 1.3058332145571612, -1.2381084349873603, 0.47707171337988663, -0.10070128947189447, 0.2977778861064891, -0.7617222495295665, -1.7932262253839457, -0.7333372902238599, 0.9002970772004527, -0.7306048971276223, 1.999424324111387, -0.1266890578135407, -0.5474896101820365, -0.5948515020781648, -0.13609672221089217, 0.007555929456726451, -1.0484605828423357, -0.8854663219407055, 0.7414909156803449, 0.11810411803838283, -1.1007087215089097, 1.0954481408899142, 0.10519653106737903
0.19052466741700924, 0.28526851650869517, 0.18223831803336688, -0.17389897822101563, 0.37749530917377344, -0.6102060966138685, 1.060979845096436, -0.04702965995575856, -0.0666562510896192, -0.02773346485991436, -0.09766578450669967, 0.0886544634406442, 0.24582290494518316, 1.1172156419284889, 0.37176753266369017, -2.2785899683320303, 0.34418883744822454, 0.03783388891172279, -1.361828632779579, 1.1179746120806069, -0.6844153423823448, -1.9500564508950962, 0.5904141077898901, -0.5094349426980612, -0.5417824852442202, 0.3007442768983183, -0.05843208976905827, -0.06033750509922131, -0.08281839551546202, -0.002561270446801888, 1.1596379780879744, -0.16897436400236243, 1.7317257224618343, 1.0623371844667981, -1.4697952274214439, 0.47754226306038366, 0.18871584075220024, -0.8200647435063556, -0.590082323244152, -0.5125003266681091, 0.7775630675645933, 0.14335864084445682, -0.5583026758868284, 0.4700180845092795, 0.09363332282841869
0.26734786170230423, -0.5610055561849445, 0.3628789520693345, 0.2895794634804323, -0.012028872906741164, -0.39772294178905054, 0.5022979758411451, -1.308219403986377, 0.5924140951314038, 0.32080505571993795, -0.9188053879604505, 0.6591565230154568, 0.5996958432177593, -1.5079058198141104, -0.7078658083549013, 0.3441888374482246, -2.350463970073927, -1.5807271371597116, 0.584559064982149, 0.8591198531922969, 0.0012323145499448795, -1.0991684446009025, -0.2604181421637284, 0.3886090849439984, -0.43780905896988787, 0.5818333597730188, 0.4200147393554131, -0.19386236261481504, -1.6693080183849371, -0.3953830935432604, 0.256318396075418, 0.10270136192867622, 0.6739960649607405, -0.43168716676403623, -0.8796741579280382, 0.19219514275522254, 0.7283258331353294, -0.44747654764674083, -0.9748638274148875, 0.7052354945928541, 0.824896935934538, -1.4963540137439497, -1.0864363303629765, -0.46514994953964434, 0.04858488894451815
0.7462302935675998, -0.6273360967523999, 0.43482944214261005, -0.9617282141602389, 1.6298023632008798, 0.02736346124787578, 2.7238041611578123, -3.230753798678252, 0.00896230044330465, -3.601737634573255, -1.147728705899774, 0.3205759292699379, 1.6270346697977058, -2.9128132007070633, -0.47868417485396153, 0.03783388891172268, -1.5807271371597116, -6.756480535371489, -1.2436239357110197, 1.4028473039951241, 1.3654841822803516, -3.3550517898187726, -0.5085831582494134, -0.5799550556597242, -1.9474578720767672, 0.8878494897245972, 0.9016781661794583, 0.3492895905783746, -6.004437880039179, -0.29835994744492755, 2.07056616549992, 1.1133898818133312, 4.233598435953587, -1.508822329046702, -7.842968252240743, 1.832591900241471, 1.7217889444810164, -1.007398781636383, -3.5486124576130664, 1.6102383020086406, 3.892966676883732, -3.3013446519564833, -1.8485133271199425, -1.8394875828723865, 0.40002487939665987
0.4464412915893982, -0.12421784829585544, -0.7912403761209233, -1.6605958123425304, 1.4803587809958876, -0.2698025704041911, 2.098532327185259, -0.2545810049022975, -0.20755156490801277, -0.7237116916326174, 0.8453420793664432, 0.10628090773516823, 1.2350178472394673, -0.6541633129617224, -1.9028412836920092, -1.361828632779579, 0.584559064982149, -1.2436239357110197, -4.832823527087813, 1.4076870281912441, -0.278053797856825, -3.477220026963578, 1.2385751956330235, -1.8014756957786406, -0.32521010343276135, 0.5178098069510133, -0.11477204806584196, -1.0201762566652002, -2.951277397459845, -0.07315622042302629, 1.8424066171630427, -0.4364510153058451, 3.7887940980575, 0.12574043357809137, -4.938253877471657, 1.2423917595720158, 0.07201108911289691, -0.4064102007176753, -2.073387215686581, -1.9468229496181437, 2.7981943184438727, -0.37965215764701693, -1.0688055732554322, 0.25495311519124053, 0.24047649163389118
