obs0, obs1, obs2, obs3, obs4, obs5, obs6, obs7, obs8, obs9, obs10, obs11, obs12, obs13, obs14, obs15, obs16, obs17, obs18, obs19, obs20, obs21, obs22, obs23, obs24, obs25, obs26, obs27, obs28, obs29, obs30, obs31, obs32, obs33, obs34, obs35, obs36, obs37, obs38, obs39, obs40, obs41, obs42, obs43, obs44, obs45, obs46, obs47, obs48, obs49, y
-1.0663870569263592, 0.023670935804994023, 0.019015636143527744, 0.0014319503138388173, 0.07971970877868624, 0.07850449676934684, -0.017244047443230062, -0.2651872747537692, 0.10666135442635168, 0.05367446794904781, -0.1121682413102671, 0.18987522879139065, -0.04272336446588418, 0.046215392479799985, 0.15433188706361922, 0.06366952601836902, 0.08434262119372721, 0.029055448439996006, 0.07045433376035075, 0.0196025828237213, 0.10391029595376695, -0.12623341709613495, 0.01270167169963832, -0.08191462374297546, 0.11089630334076608, 0.022134424091319937, -0.01917992572317953, -0.02506148050219551, -0.12232898949821097, 0.0728122581254165, 0.11278751909182808, 0.02078947397473055, 0.019217343307826512, -0.14911949439980784, 0.18460995289561383, 0.10818684775789712, 0.10386570355094293, 0.05051255041685035, -0.01867406469222523, 0.032616644375255945, 0.009838621233628705, -0.1098201791620657, -0.10544714631712228, 0.020488334533230346, -0.1316140853514905, -0.02337123749228266, -0.13647172373179142, -0.041661564972144044, -0.013238556079761949, -0.012344536272805247, -0.04406904746597319
0.023670935804994034, -2.9866593594747832, -0.4879774499783409, 0.47221460262315257, -0.9547700812048856, -1.1709493937483617, 0.9836365854337661, 4.117561729714903, -1.589624897897544, -0.9012181564880234, 2.0381581413384766, -3.361455689384226, 1.2243492477273636, -0.15104688427161422, -1.816805745298584, -1.7593465630328526, -3.560172115314279, -0.751280285580118, 0.1842585768794035, -0.06460577454452643, 0.4981482009744081, -1.2609015587521417, 0.9056773763773104, 0.3433303588748173, -0.32709557022390334, -0.16588121990215274, -0.03506326422284484, 0.2973416016428736, -0.4403898316748057, -0.5934383332708708, -0.95542728789701, 0.30265237727781735, -1.5377926441106848, 3.282954902884495, -2.1210311753549758, -0.4497512840857423, -1.3308849637738882, -1.529217458641984, -0.61168601756202, 0.5226009221683989, -1.080807053426992, 1.0646311535937096, 0.13724562996953293, -0.463179116635503, -0.5209477568942616, -2.0247645728174817, 1.7195814876935427, -1.8784429157688927, 0.1992586509197486, -0.09801440711967212, -0.9111739162959598
0.01901563614352774, -0.4879774499783409, -2.4426169168966245, 1.2163122825185857, -0.5490685691540597, 0.3692839842850417, -1.02300847833031, 2.437291662057488, -0.18850608569190963, -1.6586969808125198, 1.3858486240031653, -1.9974278413073203, 0.9976283000132008, -0.3108756998951773, -0.3676415003472613, -0.9902721756599712, -2.391853178754753, -0.7445297099219371, 0.0390692958360876, -0.07492980480893364, 1.3117321889135372, -1.653208520541186, 0.6180535427570142, -0.03811711014683307, 0.02766248077629642, -0.019205670547642426, -0.7982554866448692, -0.502407000281572, -0.6857018051928521, 0.3915903823444987, 0.3793966456315156, -0.033995107237072254, -0.32726446242734636, 1.9191819126472633, -0.9619310436037637, 0.26840920422688996, -0.5040370128662788, -0.5937716384972829, 0.20076269462398033, 0.19933920063622967, -0.20573953125540745, 0.7915638723711038, -0.44307375001801136, -0.42469827858867515, -0.005534848848175344, -0.6334777157433152, 0.26091807020633695, -1.2366845685033054, -0.5073789217593475, 0.4402132544849192, -0.44849626914638874
0.0014319503138388136, 0.4722146026231526, 1.2163122825185857, -2.88544905832151, 1.2482863720819086, 0.4214239674573763, 0.5019418978560322, -3.8647810204493496, 0.9976279901636531, 1.467484854649071, -1.7964398451639059, 3.2802871131564313, -1.5610460961394939, 0.11828995024440506, 1.209668059012253, 1.512797375290369, 3.1343227709609387, 1.0791659401713667, 0.08453361757935456, 0.43874514533756315, -0.8638252155768774, 0.7338665282622011, -0.39061179562729437, 0.6403194643772371, -0.3140756384372363, 0.09238974778651224, 0.7987303726545323, 0.36923843759387537, 0.1906069837123746, -0.13899923661576805, 0.1489346016839695, 0.25558006439622133, 0.7341380995302634, -3.237903453689835, 1.2941688044175699, 0.03312684164148014, 0.5569577664221599, 0.3859615976370086, 0.2401579731704694, -0.15782360045916718, 0.7669881694401296, -0.884423304313311, 0.05132363229263656, 0.25889271280822745, -0.0693818593260064, 0.8016059960742792, -1.2739912060140608, 1.4646074882590518, 0.7168871474723031, -0.6252331491964888, 0.6811168482944029
0.07971970877868624, -0.9547700812048857, -0.5490685691540595, 1.2482863720819086, -2.612937141707125, -1.0251868196561826, 1.4362193662499554, 3.545817691171454, -0.9222568623710321, -1.146915084880753, 1.3109351953236894, -3.3880583751389945, 1.2468894240580863, -0.13982446532153245, -1.5859690807784936, -1.5656631172026385, -2.814685196508263, -1.0030691777662213, 0.061811081910763385, -0.5213674845682981, 0.8999008120124384, -0.17727528070613688, 0.30665885059119746, -0.4710796050199277, 0.023793843990606283, -0.2740078081394834, -0.2592202437062982, 0.10341148599861526, -0.1592021835664452, -0.6335696496196613, -0.4761799344639149, -0.08714261718565815, -1.2314246562175941, 2.7952946757547568, -1.769294222809366, 0.1653521967135097, -0.8125615740086822, -0.6568845451323465, -0.45938875896152565, 0.1233767283152156, -0.7256344793625468, 1.4357456135834876, 0.3553372634240742, -0.5427397344111473, -0.14619796641810726, -1.3901604352536556, 1.1018383114621557, -1.8909459615545512, 9.302486131180978E-4, 0.08201873349297895, -0.9529824698949109
0.07850449676934683, -1.1709493937483617, 0.3692839842850417, 0.4214239674573763, -1.0251868196561826, -3.181778309870969, 1.3849656553961425, 3.7365612676894675, -1.7858358826949976, 0.3471136545236897, 2.4727299825844677, -2.721205679990296, 1.0837288234821283, 0.13609892604343965, -1.9554059042924516, -1.4183662079071122, -2.299231326011222, -0.26524684590534325, 0.08068780587692138, -0.6518630538465279, -0.030625239089927266, 0.897220453048643, 0.08027497736623057, -0.569551833733375, 0.07509903211418453, -0.2547070077455981, 0.3414193852565871, 0.6303206863930515, 0.443382765777259, -1.1209700425917106, -1.670374691800542, 0.310047563256506, -1.4446447740286308, 2.7523783826012287, -1.6791688601383732, -1.0903302468360938, -1.0189808275888907, -0.8282851301951865, -0.7275129638801835, 0.5062524097239876, -0.9185851714687936, 0.8156520686820263, 1.2592580968938905, -0.8568816673133532, -0.4143389248352748, -1.7806115295950653, 1.9682610504575881, -1.6250180235403602, 0.4573423610397416, -0.5956345203984228, -0.3485578905661489
-0.017244047443230062, 0.9836365854337662, -1.02300847833031, 0.501941897856032, 1.4362193662499554, 1.3849656553961422, -3.851199926144291, -1.7329646044516562, 1.0476681290686456, -0.57787677387591, 0.6092920044921147, 1.9208929123745762, 0.08377961890663951, 0.023319046641843075, 1.6081926922778813, 1.0985290982215687, 0.9932790241332099, 0.14449021873604345, -0.46594322371966507, 0.27284071116402503, 0.3192612438454662, -0.7774212320134358, 0.18559142237745127, -0.12234006146512824, 0.23442515854185303, 0.36886813495645787, -1.1153247091589296, -0.6695097079685344, 0.4679573940768541, 1.3319193532508131, 1.5061453485888647, -0.30501637880336774, 0.9840887688584115, -1.7199669130326278, 0.960809523496013, 0.6609677839828997, 0.3231406340395572, 0.20424094845319077, 0.7662091630050806, -0.07430905122597145, 0.7824874066981442, -0.6883105779491755, -1.0649746000259495, 0.5533558519821442, 0.5557138149131406, 1.1564387718616325, -1.1975048308696885, 0.5249124848648348, -0.8386253405777595, 0.5745375032107807, 0.7732517095812872
-0.2651872747537692, 4.117561729714903, 2.4372916620574885, -3.8647810204493505, 3.545817691171454, 3.736561267689467, -1.7329646044516562, -16.179458289402373, 4.628609749865765, 4.529876345044884, -7.160323830014737, 12.2758838829493, -4.6366907775394, 0.8094500925661972, 6.3680764492197985, 6.2226625447057735, 11.374134555579456, 3.6306162901102983, -0.08695297239805619, 1.5056003580369217, -1.6629676831836135, 3.037583847432684, -2.1250335549895776, 0.3780876790416212, -0.015248985508434707, 0.5242041865273654, 0.7674832502991938, -0.09629106217366724, 1.1717802261482573, 1.2982474051811905, 3.3521627671179064, -0.407609423431224, 4.232118133318746, -12.232634396231909, 6.3007899416286675, 2.1295706887101096, 3.3449376653443976, 2.806875886267388, 1.7325270148298986, -1.352952886717595, 3.308128797126559, -3.063855702635171, -1.4510072978791246, 1.6651628577581883, 0.6799484717126167, 5.478852749599109, -6.089835113449631, 5.615039263053815, 0.9109291338048695, -0.8159815099254675, 2.867714852104841
0.10666135442635168, -1.5896248978975438, -0.18850608569190966, 0.9976279901636529, -0.9222568623710321, -1.7858358826949976, 1.0476681290686456, 4.628609749865764, -3.1158540853094547, -0.6570826258756232, 2.1801074295014997, -3.542311842611579, 1.202504052042143, -0.06987338645441339, -2.246817457605682, -2.150892111938131, -3.4779206069269515, -0.9987447475838204, 0.28512151776264716, -0.22987963391248625, 0.46711012555254305, -0.42439680139234026, 0.6255263111381959, -0.18282244629541325, -0.008616331796397677, -0.2525438914067703, 0.23759654325562968, 0.40401005767250275, -0.16192652103551694, -0.9508467715224387, -1.7183828936156273, 0.202127233381245, -1.614713415244275, 3.9826196024829614, -1.9197282523263053, -1.0972493354197166, -1.2433357238129794, -0.9154695431295294, -0.9718359838459824, 0.2031274059001587, -1.2289807905001708, 0.6274717738213008, 0.7807760765340063, -0.671596502635071, -0.45976172700105244, -2.3280859290650153, 2.3849912467778362, -1.6204942982409511, 0.2532278510954111, -0.12287625590395149, -0.7562777835492343
0.05367446794904781, -0.9012181564880234, -1.6586969808125196, 1.467484854649071, -1.1469150848807528, 0.3471136545236898, -0.5778767738759097, 4.529876345044884, -0.6570826258756232, -3.7077278795417317, 2.3705091493991075, -3.614061391344098, 1.744122340045821, -0.7033309970955701, -1.014765394548784, -1.7984573801254078, -3.4757664629636986, -1.7902679123454248, -0.12988229528530132, -0.599071531272764, 1.072081576747462, -1.5451791168829327, 0.8687157823453587, -0.14062734960546794, 0.053988572653408104, -0.04681017311996388, -1.1059982317894197, -0.07803844910445523, -0.2984656623772489, 0.23963352563310802, 0.20340777104792293, -0.18556064222385354, -0.9030051434134422, 3.029352627220312, -1.8883946996695453, 0.6345002412010863, -0.9008611041876177, -0.951495402826998, 0.05665111698160985, 0.39859034203681243, -0.922040152771769, 1.2852248269713191, -0.3545550687292591, -0.3190409765751938, 0.22414386158939537, -1.273403881192364, 0.9764565014521236, -2.1673287311590745, -0.8918039789708536, 0.7388031458680756, -1.1844303798090383
